Transaction ID,Customer Name,Product Name,Quantity,Unit Price,Transaction Date,Country,City,Payment Method,Shipping Method,Status
2505f98c-fbea-4964-b3db-b8cb733a3410,Shelby Jones,their,7,656.15,2024-04-25 17:18:24.526890,American Samoa,Lake Mitchellborough,PayPal,Express,Shipped
bcd0a05a-f17d-4321-93ae-f7c5e4a71188,Russell Howell,control,9,44.18,2024-01-12 16:54:40.680149,France,South Richard,Cash,Standard,Shipped
46a842c2-4eeb-40ad-8796-4c7f53c09000,Scott Lopez,pull,6,70.3,2024-03-20 10:22:59.934813,Rwanda,Shieldsmouth,Cash,Standard,Shipped
091c142d-b09f-440d-9738-9abed3907a14,Johnny Stevens,sport,7,666.07,2024-02-26 14:34:53.409952,Singapore,Phillipsburgh,PayPal,Express,Delivered
1a8384ce-e57f-42b1-84d0-bb8169fee718,Kendra Baxter,with,5,99.86,2024-04-13 13:03:48.637305,Samoa,Carrollview,PayPal,Express,Delivered
e69793b8-5796-4afe-b8cc-c42f54e99eaf,Jennifer Bennett,too,2,276.06,2024-01-24 09:29:34.251434,Swaziland,East Sabrinamouth,PayPal,Express,Processing
47599ffd-eddf-485f-a5ac-375b93cd2016,Jeremy Ramirez,be,1,506.3,2024-01-22 20:50:14.278877,Lithuania,South Kennethton,PayPal,Express,Delivered
569c5795-36af-4679-905a-292cac8a96a5,Megan Norton,article,2,90.67,2024-02-21 12:46:19.107729,Djibouti,Port Carla,PayPal,Standard,Shipped
239fcbe5-911f-4a5f-871d-ea74804ee3d9,Rhonda Smith,the,1,458.74,2024-04-12 10:33:41.353381,Antigua and Barbuda,Lake Christineberg,Cash,Standard,Pending
db38f41d-cd7d-4572-b1b3-130712894a49,Linda Green,war,1,133.13,2024-02-05 11:15:59.986846,Qatar,East Natashafurt,PayPal,Express,Processing
ae70cc90-0afe-4a41-98b7-f6a8e0b7be3e,Steven Davis,four,9,883.44,2024-04-19 07:30:57.480339,Austria,Joshuaborough,PayPal,Standard,Pending
31694f4d-fb7d-4fcd-82d0-5f4c3afdb852,Brent Luna,central,9,230.01,2024-01-18 20:23:41.460375,Northern Mariana Islands,West Laura,Credit Card,Express,Processing
b57a4d2b-a922-4fe8-b696-9cca593ee5fa,Manuel Molina,hour,4,857.61,2024-02-24 10:49:54.953283,Oman,Grantton,Cash,Standard,Delivered
6e2e162d-d82e-4542-8ad7-ad72105ef219,Alyssa Schultz,since,5,769.95,2024-02-22 17:33:02.614779,Malaysia,Port Melissa,Cash,Standard,Pending
b0e7c49c-1d58-4ff3-a217-540db9e4bad4,Tamara Ramsey,generation,1,85.33,2024-04-07 08:15:54.130809,Sierra Leone,South Jessicaton,Cash,Express,Delivered
acf3d0fe-f4d9-4620-8f46-28418736daca,Mitchell Hodges,appear,9,61.64,2024-01-11 03:20:04.867133,Tajikistan,Philipview,PayPal,Standard,Shipped
c2767167-96a9-4d10-8392-82d34470aac2,Erik Ellis,practice,5,824.11,2024-03-15 02:08:13.398324,Isle of Man,Wallershire,Cash,Standard,Pending
743f016a-5831-40b6-b4ab-fad0b8835390,Rhonda Smith,financial,6,89.78,2024-02-16 10:53:11.433269,Spain,East Joshua,Credit Card,Express,Shipped
5f16b6da-8fc7-4827-81f4-8c4bf7f91220,Tiffany Flynn,national,10,503.79,2024-03-01 14:44:29.463777,Greece,Lake Jon,Cash,Standard,Shipped
aafcfcee-86c9-47c7-a7ea-ee0dfd9b5cb7,Kim Alvarado,against,4,681.13,2024-04-21 06:05:26.896703,Western Sahara,Tinaview,Credit Card,Standard,Pending
cbcf33f8-5817-4457-9119-e1205e302141,Alexis Collins,at,1,706.34,2024-04-20 17:29:04.075885,Austria,Hensonport,Cash,Standard,Shipped
b92360cc-3383-428b-b783-50d4ffcb6173,Melissa Bailey,since,2,372.16,2024-02-08 14:20:11.167776,Kiribati,Butlermouth,PayPal,Standard,Processing
6c6f9330-3015-4014-b464-91b2374f404a,Sharon Allen,people,8,546.46,2024-05-01 10:19:24.111236,Israel,Aguirrebury,Cash,Standard,Delivered
e67c83be-01ae-4de5-acea-615888773147,Mia Goodman,place,8,951.61,2024-02-26 17:49:18.696580,North Macedonia,North Crystalburgh,PayPal,Express,Delivered
6c605015-a1cb-4551-ad10-c714cf02893a,Rhonda Jones,become,1,332.24,2024-04-03 20:52:44.327446,Saint Martin,Gordonfort,PayPal,Express,Delivered
ce76bb25-6460-49ac-b678-dfd9e6600943,Robert Williams,other,2,513.19,2024-01-03 01:31:53.829406,Chad,Port Katherine,PayPal,Standard,Shipped
eb4a5919-b6d9-48be-b740-840c70d7891d,Kelly Davis,return,1,463.06,2024-04-08 03:23:16.591585,Czech Republic,Bradshawton,PayPal,Standard,Pending
128b0263-b9d5-4cbf-b911-1e19d77a7bc5,James Chandler,energy,9,964.53,2024-04-02 05:23:21.460200,Indonesia,Andreachester,PayPal,Standard,Delivered
6fb9b9d9-e469-4c7f-a470-fc4f81ee39ac,Jennifer Nicholson,usually,3,733.11,2024-01-28 04:39:47.130322,Swaziland,Kleinmouth,Cash,Express,Delivered
948e8058-75c5-41d1-a880-bf5ac7183b54,Jennifer Burns,still,8,226.75,2024-01-28 16:48:22.798255,Comoros,Port Stephenmouth,Credit Card,Express,Shipped
5aa3175b-f5fe-40c0-90f8-0811d1acad26,Cynthia Griffith,forget,1,181.23,2024-03-18 15:59:12.471122,Guinea,Normanbury,PayPal,Standard,Processing
fc83fcd0-6f3f-44a6-9e3d-6e1ad2edaa47,Joann Nolan,rule,7,647.24,2024-01-07 21:56:50.451670,Holy See (Vatican City State),Stevensland,Cash,Express,Pending
e627f7b1-68f8-4cd8-805e-b082ae2c8c6b,Jesse Anderson,environment,9,539.28,2024-01-11 22:41:09.810069,Oman,Brianburgh,Cash,Express,Pending
79016a0f-7d45-4850-bca6-d08fb82500b9,Gail Johnson,analysis,1,198.13,2024-02-13 23:08:01.776228,Palestinian Territory,South Natasha,Credit Card,Express,Processing
db967867-1c95-41cf-b976-617eef730ec5,Michael Pruitt,market,1,629.86,2024-01-08 17:39:30.337658,Brunei Darussalam,West Thomashaven,Cash,Express,Shipped
13f8af57-5bcb-4b78-99fd-ab42e3b1b07c,Tara Greene,through,10,741.06,2024-03-09 17:20:34.104888,Iran,West Christina,Cash,Express,Pending
79688b70-c9a8-4714-8d24-95997a5bf53c,Charles Gonzalez,chance,1,547.35,2024-03-08 21:11:24.182761,Morocco,North Matthewland,PayPal,Standard,Shipped
4e2e5b85-f8a3-4573-be16-40c3b502c12d,Jacqueline Mitchell,whether,3,459.6,2024-01-26 15:04:41.402688,Liechtenstein,Tammyside,PayPal,Standard,Delivered
255f1e64-ee7f-4edb-9fc1-4dc63aab9d87,Jordan Bryant,that,2,202.02,2024-04-26 11:47:43.113427,Sri Lanka,Port Tiffanyville,Cash,Standard,Pending
3c92cde3-0805-483c-9920-d90db0f434c9,Elizabeth Mitchell,already,9,488.46,2024-02-25 07:09:28.486087,Egypt,Port Tinamouth,Cash,Standard,Shipped
8f3ba165-a04f-4e3d-bd55-b484d4a44193,Jennifer Holmes,also,7,139.58,2024-02-13 23:48:41.824527,Peru,North Staceymouth,Cash,Express,Delivered
8e4ff545-c16b-4b46-84ce-8583c98add55,Gina Stone,able,1,600.43,2024-03-06 18:38:43.117671,Suriname,Fryeview,Credit Card,Standard,Processing
28824784-9d0c-4768-876e-0eb6741eb5ef,Sarah Ruiz,agency,7,669.13,2024-03-09 03:36:43.352235,Burkina Faso,Port Jonathanfurt,Cash,Express,Pending
ef2318d0-3d14-49f5-88d1-e51da4b1d60c,Dr. Zachary Long,natural,2,758.97,2024-04-28 20:12:46.438183,Solomon Islands,Lisaport,Cash,Express,Delivered
ad2d58fb-3fee-49c1-ab3a-261e15c3ad5b,Vincent Villanueva,phone,9,835.41,2024-02-29 13:01:17.567367,Dominican Republic,Lake Juliaton,PayPal,Express,Delivered
62044eb9-d2ec-491f-8b39-4d7a43d7dabf,Jacob Owens,recognize,4,43.71,2024-03-12 12:30:42.028157,Mongolia,West Sandraburgh,Credit Card,Express,Shipped
71a33d8b-dd01-41e4-a416-8fa04402a759,Jordan Williams,year,1,373.68,2024-02-22 23:08:40.389002,Guyana,West Jessica,Credit Card,Express,Delivered
86362ffe-c0f8-4ecf-8118-00a13583b1c0,Kristy Jones,standard,6,582.48,2024-03-14 00:38:29.890958,Greece,Prattburgh,Credit Card,Standard,Shipped
44950f89-3865-4e14-a170-1f4b35479019,Jeremiah Montoya,size,1,563.4,2024-05-02 21:16:04.421076,New Zealand,East Michaelstad,PayPal,Express,Delivered
61f6d6be-f293-4639-85e2-bd11cb39cbc8,Heather Mclaughlin,responsibility,1,370.2,2024-01-14 08:11:18.164405,Palestinian Territory,Amandastad,PayPal,Express,Delivered
e7129e90-d4ea-4cba-966c-ba32cd76f40a,Stephanie Taylor,life,10,327.0,2024-01-23 00:41:17.107939,Poland,Ambermouth,Credit Card,Standard,Pending
49674b30-36c9-4ee8-a75e-9cc0a95a7f80,James Watson,senior,1,23.27,2024-04-13 05:46:36.387847,Djibouti,Justinborough,Credit Card,Standard,Shipped
cd41e833-d2ad-4f36-a01f-23275456db8b,Stephanie Lucas,local,10,157.9,2024-01-16 12:00:18.146954,Moldova,Lake Brandon,Cash,Standard,Shipped
63d50229-1738-45a8-abb9-d7a3eafb4e9b,Cynthia Gordon,base,1,609.06,2024-02-05 21:02:33.046914,Germany,South Adamville,Cash,Express,Pending
785875bd-12c9-486f-abf3-427f9d05457b,Chad Wu,whatever,4,371.65,2024-04-22 07:17:47.426071,Paraguay,West Jamie,Cash,Express,Shipped
ce22c4a7-db88-4993-a77f-dd64a465ff36,Robert Rivera,together,5,201.92,2024-03-20 14:07:28.864716,Eritrea,North Rachel,Credit Card,Express,Shipped
d40169b9-179c-4ea9-b85f-6211cc20bb64,Tiffany Church,door,7,715.09,2024-04-07 06:37:21.654345,New Zealand,South Chelseaside,PayPal,Standard,Shipped
1939620b-d5fa-4854-b2b7-50f1a68977a9,Jesus Fischer,position,6,409.86,2024-04-22 08:01:58.395638,Rwanda,Billyhaven,Credit Card,Standard,Pending
2153c52b-bfbe-4b8d-b7b3-7d22d8f8a949,Manuel Owens,technology,5,493.67,2024-03-20 18:48:55.828228,Kiribati,Elizabethshire,Cash,Express,Delivered
d54a2515-4657-43e5-b2e1-70383c198e7a,Douglas Ramos,need,10,344.65,2024-02-09 22:04:03.036902,Papua New Guinea,Wrightchester,Cash,Express,Shipped
9ffce334-f81b-4b0a-9c17-fe557ac56f35,Elizabeth Garcia,compare,6,687.08,2024-01-12 23:47:17.824617,Belarus,Morrisview,Cash,Express,Pending
1b661207-b6e2-4c97-8ed7-3f2565adfd26,Michele Ruiz,pressure,7,973.12,2024-01-01 14:03:57.742672,Kyrgyz Republic,Port Keith,PayPal,Standard,Delivered
dd9863f9-84ed-4536-ba8e-77969bdc36b0,Ruben Hooper,carry,8,723.28,2024-03-17 00:00:04.085017,Antigua and Barbuda,Lake Daltonfurt,PayPal,Standard,Delivered
e2f4a344-f504-4290-bd84-00f3aab83099,Patrick Davis,skin,5,901.67,2024-03-23 22:57:40.097749,Lao People's Democratic Republic,Villegasstad,Cash,Standard,Processing
8cb9bf27-8607-4ff7-bf5d-21e223fa2c10,John Roman,spring,5,844.96,2024-01-08 09:43:26.094638,United States Virgin Islands,Lake Pamela,PayPal,Express,Pending
b73fd515-c743-45f1-ae0f-3531cfb22424,Jason Young,four,4,795.93,2024-03-08 17:32:27.930427,Marshall Islands,Baileyborough,Credit Card,Standard,Shipped
42a326cf-963a-4985-b081-73146f8fc80e,Cody Potter,career,7,152.13,2024-02-20 14:15:37.541663,Mexico,Medinaborough,Credit Card,Standard,Shipped
dea99d18-e142-43b5-8835-e67c1d46c176,Kari Mckee,general,5,271.9,2024-02-15 16:40:17.469805,Holy See (Vatican City State),West Joseburgh,Credit Card,Standard,Shipped
22f49736-4d6e-4c1d-8986-6bb29fa94a0e,Hannah Huang,environmental,6,893.55,2024-04-30 03:48:46.614598,Brazil,North Jonton,PayPal,Standard,Delivered
3e376f36-7c00-4dee-b1be-fa0077bdb5c4,William Medina,eight,5,438.55,2024-04-11 17:22:37.780966,Guatemala,Riggsbury,Cash,Standard,Shipped
6eed26a3-33d8-4b96-9dae-8607e22a50cb,Mallory Lee,maintain,6,594.16,2024-03-09 10:21:02.086151,Yemen,New Sheena,Credit Card,Express,Delivered
4e4a3357-5c84-497b-9eb8-7e8071d6ddfa,Kenneth Thompson,cause,5,126.88,2024-03-27 12:36:48.207581,South Africa,East Lisa,PayPal,Standard,Delivered
fa8fc0b5-ddb8-4323-9388-31c59826c7b2,Dennis Davis,lay,5,296.11,2024-02-07 04:18:54.852765,Congo,South Kelsey,Credit Card,Standard,Processing
74496121-d48f-4a15-b67d-5522465921e9,Jessica Norman,enjoy,6,470.19,2024-02-14 17:44:10.200806,Slovenia,Fraziershire,Credit Card,Standard,Processing
370adf88-a3f8-4105-b367-cd52af465d24,Michael Ford,public,2,335.51,2024-01-08 13:42:06.255554,Kazakhstan,Smithport,PayPal,Express,Pending
3deed696-9a25-4d6e-ad7a-1e88ccfdd394,Nicholas Arias,rule,10,644.45,2024-03-25 20:08:48.792992,Uganda,East Ronaldshire,Credit Card,Express,Pending
60d19940-6d1a-40d8-b131-35c433e3cd83,Shannon Gonzalez,community,4,977.95,2024-02-03 15:59:39.009977,Jamaica,South Kristaberg,Credit Card,Standard,Shipped
5c285d8d-1bfe-435a-868f-0e1e7627906b,Charles Skinner,kind,2,528.65,2024-02-18 12:51:52.565649,Namibia,Williamsonmouth,Credit Card,Express,Delivered
e09dbd20-84b6-44cc-bd2b-eff3ec78ab9e,Jacob Mason,interview,1,702.44,2024-02-17 22:25:12.270419,Turkmenistan,Brownmouth,Credit Card,Standard,Processing
d7531a7b-9a1d-485b-ae18-07a4961c6028,David Lane,require,10,943.46,2024-03-08 15:06:51.558091,Peru,South Joshuafurt,PayPal,Express,Processing
139b18f7-7a04-4b70-8946-4cb8b097a363,Madeline Reed,should,3,877.3,2024-03-29 10:38:31.090171,Colombia,Lake Rebeccaborough,Cash,Express,Shipped
4c74d217-8af9-4efa-92cb-8a9a5f0554cb,Kyle Turner,very,3,478.27,2024-03-27 10:14:19.277649,Belize,Amandaland,Cash,Express,Shipped
f830c5c2-64ae-4925-b622-e0fc9b8860ee,Megan Cox,stage,6,314.31,2024-04-04 14:43:15.779543,Norfolk Island,Coxview,PayPal,Express,Shipped
a3f78629-6157-4664-9e47-f5f74c92c258,Krista Roberts,particularly,10,91.98,2024-01-03 08:55:46.996653,Uzbekistan,Vazquezshire,PayPal,Express,Pending
291e6c09-c55b-4e88-874c-6653a141e79b,Beth Christensen,article,4,192.14,2024-02-09 09:49:24.744917,Djibouti,Walkertown,PayPal,Standard,Pending
62734de9-f6f8-424d-a8d2-bb7f84942551,Kenneth Pham,real,5,190.34,2024-03-30 18:56:58.552112,Falkland Islands (Malvinas),North Carmenmouth,Cash,Express,Shipped
638c06f8-a523-4481-a467-4ee073f04bd6,Fernando White,level,2,636.89,2024-01-21 19:39:49.562703,Guatemala,East Sydney,Cash,Standard,Pending
a14058bd-ef96-4a33-8afa-ce17bed72462,Bryan Jackson,over,1,479.29,2024-04-22 13:11:06.655266,Georgia,Jonathanfort,Cash,Express,Pending
ddb4dd9f-0d7d-4f62-989d-de5c39a56cb1,Justin Holmes,leg,10,278.17,2024-01-09 01:58:59.426135,Gabon,Port Ashleyland,Cash,Express,Processing
3b0b7bd1-6bb4-4b9d-9b84-31bd1a79fb66,James Baker,ground,6,129.49,2024-03-21 07:30:57.443393,Germany,Lake Lori,Cash,Express,Shipped
6205e92e-f68b-487d-98c3-e606d15c6989,Mark Villanueva,hair,9,919.5,2024-03-01 23:58:08.266931,Reunion,Swansonchester,PayPal,Express,Shipped
7cae6f79-b08f-4f23-81df-3d71ac9bb2ff,Mrs. Kayla Mendoza,reduce,2,650.66,2024-03-01 10:29:50.335867,Jamaica,West Sharonville,PayPal,Standard,Pending
44a8cd96-b523-45bd-a1c1-c4f9364b1c5f,James Rogers,high,3,531.66,2024-01-14 12:08:12.562487,Barbados,North Sandrabury,PayPal,Express,Pending
0cfaf1c7-f0cd-42bf-96c8-8f4b8dc71d1c,Kristie Miller,change,2,19.94,2024-03-02 10:58:19.711108,Sao Tome and Principe,North Kevinmouth,Cash,Express,Processing
b5723d66-7339-48e7-a6e2-dddb964eb90c,Austin Benson,successful,9,393.65,2024-03-29 14:37:11.592592,Peru,Pamside,Credit Card,Express,Pending
d832fd2d-a31b-4926-89b6-e26c78105be4,Jeremy Schwartz,couple,6,462.03,2024-03-23 19:26:58.806121,Thailand,Harrisside,Cash,Express,Delivered
f681e09a-2838-4c92-a974-97b8c71e7aa9,Kelsey Mathis,style,10,697.38,2024-03-08 03:36:08.211938,Malta,South Annafurt,Cash,Express,Processing
719b53f0-87a0-4280-977b-e1fd599d3b74,Fred Dunn,PM,3,482.95,2024-04-20 04:34:12.746872,Morocco,New Megan,PayPal,Standard,Pending
83896508-2a48-4a39-aeb0-129e27d8f021,Mary Bradley,the,1,291.11,2024-01-26 15:38:42.189400,Netherlands,Adamfurt,Credit Card,Standard,Shipped
d550b075-c55f-4b9b-af86-7832c2d8076a,Ana Oneal,whole,3,658.86,2024-01-23 07:29:39.070683,Nicaragua,Lake Beverly,PayPal,Express,Delivered
49fb91ba-1862-4346-bf90-21ee3da79328,William Robbins,seat,10,680.23,2024-04-07 13:30:21.756861,Russian Federation,Susanberg,PayPal,Standard,Processing
8aad14b4-1cfc-45f4-a881-23f842532160,Brandi Moore,raise,4,191.08,2024-04-08 14:47:08.859062,Ecuador,Mackstad,Credit Card,Standard,Pending
3d66a95c-302b-4082-8392-419dd856c435,Donald Diaz,spend,5,109.54,2024-02-13 15:47:23.903198,Bangladesh,North Lynn,Credit Card,Standard,Processing
bacc3cba-7afc-4e67-811b-5e4fc9d37350,Javier Coleman,doctor,3,127.1,2024-04-22 14:09:20.432451,Morocco,Brownland,PayPal,Standard,Delivered
5584c372-e9c0-4b75-aeba-4f9d66a55aab,Wanda Dean,capital,2,39.65,2024-02-12 06:07:38.924474,Peru,West Adam,Cash,Standard,Delivered
e50fc0ec-659a-418c-aa20-7349c60f00a8,James Benson,seven,8,174.29,2024-01-19 10:03:10.876729,Trinidad and Tobago,Port Kara,Cash,Express,Shipped
5437cf4a-db6e-458a-a3f9-9a3ce94b05b2,Eric Palmer,left,10,744.11,2024-05-02 23:41:50.347623,Rwanda,West Elizabeth,Credit Card,Standard,Processing
143495f0-5576-407e-a7d4-cfc8d29573f3,Amy Boyd,concern,7,561.72,2024-03-17 16:29:27.999858,Armenia,East Ericville,PayPal,Standard,Processing
4d315cc9-c131-47e3-8d2d-a4981eb3a4d8,Justin Jensen,energy,1,29.05,2024-01-13 05:23:49.077852,Iran,New Andrew,Cash,Express,Processing
c869a73a-894e-4c4e-b4d8-f09a059292f0,Joseph Bell,next,5,355.8,2024-02-14 11:35:39.199578,Cameroon,South Julieville,PayPal,Express,Processing
0346d5f8-9313-404e-b553-638620daac82,Julian Smith,wait,10,716.48,2024-02-27 05:24:43.422759,Albania,Lake Feliciaview,Credit Card,Standard,Delivered
8ad9e297-8928-4864-9631-aa9ae3861853,Jessica Floyd,southern,1,281.98,2024-01-16 20:23:11.297275,Nigeria,Lake Matthew,Credit Card,Express,Pending
990443ab-8078-4647-9ef5-72d769a68e20,Tyler Jenkins,religious,1,523.19,2024-03-08 20:26:26.157811,Mauritius,Dariusville,Credit Card,Standard,Shipped
2afa7d3b-72f0-4d68-97ca-22595e86c9ec,Jessica Brooks,environment,1,669.01,2024-03-09 04:01:23.741416,Italy,Port Tracie,Credit Card,Standard,Processing
b5e66508-f7bf-4597-9cdc-b096c19b8286,Christopher Guzman,nor,2,562.23,2024-03-09 09:59:44.647734,Jamaica,Jonathanville,PayPal,Standard,Pending
630b56e7-39a6-47a5-90f1-84463f555adb,Christina Phillips,tax,4,555.03,2024-03-16 08:22:54.523978,Togo,North Stevenborough,PayPal,Express,Shipped
d655c9c7-f5e1-4a71-847d-69dda3447514,Veronica Miller,box,4,896.76,2024-02-05 19:40:59.557163,Egypt,Joycefurt,PayPal,Express,Pending
13a2bffe-5193-4426-a6dc-48aea7d1344b,Abigail Cameron,success,2,448.12,2024-04-26 18:12:33.711944,Barbados,Lisaview,Cash,Express,Shipped
3ae81e38-fb31-459d-9b67-04cafee3913a,Bruce Reese,structure,7,772.01,2024-03-21 16:03:10.099137,Canada,Evanshaven,Cash,Standard,Shipped
708827fe-0dd2-47d1-a061-f7b608ec62a9,Mark Davis,seem,4,184.22,2024-02-11 07:17:17.750420,Saint Pierre and Miquelon,Wrightfort,Credit Card,Express,Shipped
aa2fdad4-8c98-4217-a218-eb83bcd917fd,David Underwood,painting,7,132.44,2024-03-19 20:10:48.338921,Trinidad and Tobago,Port Sarah,PayPal,Express,Delivered
d66f24ac-fd0f-4d39-8260-08638177945f,Rachel Rodriguez,hit,3,35.19,2024-01-13 01:42:18.601529,Bolivia,Torresmouth,Credit Card,Standard,Pending
1c960e33-289b-45c2-ac31-7c66ae1171fd,Zachary Glass,decision,7,655.77,2024-01-09 23:08:24.982291,Gabon,Jamiefurt,Credit Card,Standard,Delivered
d03788d4-5e36-4d4f-b46d-c5bc9f78fb0a,David Thompson,bag,8,23.79,2024-02-07 08:57:12.089268,Micronesia,East Justinburgh,PayPal,Standard,Processing
2680b16e-7e13-4fbf-8284-f7fb47bd6261,Thomas Sullivan,person,4,254.89,2024-02-18 16:53:25.955798,Isle of Man,Port Melissa,Credit Card,Express,Pending
c4470789-4d88-4c70-9cc7-6cecb8efa93e,Dominique Rodriguez,tree,6,802.77,2024-04-25 05:36:24.014462,Trinidad and Tobago,West Stevenburgh,Cash,Standard,Pending
73bd9743-fa56-4850-a2ee-0f8c85004b4a,Lisa Hernandez,bad,9,657.47,2024-02-28 13:02:53.130933,Comoros,Mikaylaberg,Cash,Express,Pending
8a573004-fcfa-4d4d-8574-3516ae4dd81a,Michelle Thornton,seem,4,315.18,2024-02-06 11:18:35.179505,Bouvet Island (Bouvetoya),Port Jessicaburgh,Cash,Standard,Processing
4b70197b-22fe-4a3d-9d44-77199c29b53e,Christine May,cell,2,924.02,2024-02-24 14:08:53.369854,Antigua and Barbuda,East Marcus,PayPal,Standard,Shipped
8073bad0-c61f-4ca8-a484-d69f72a9faf6,Adam Pearson,hold,2,308.9,2024-02-20 15:57:59.892489,Czech Republic,South Sean,Cash,Express,Pending
e5a5d825-869c-4cee-a33b-1620d021ab67,Alan Miranda,attack,6,892.33,2024-01-11 19:08:33.556070,Guernsey,East Markland,PayPal,Express,Processing
c137be65-d4ea-4f42-8951-cfede949c972,Laura Green,bring,8,743.25,2024-04-03 14:26:13.913657,Kiribati,South Dean,PayPal,Express,Shipped
c8e43f1b-1574-4420-99bd-f23692cc4e3b,Eric Anderson,piece,9,922.28,2024-02-17 02:09:17.186792,Lebanon,Brownview,PayPal,Express,Processing
e462f7d7-8bc5-49a1-9554-3870f759f4df,Ryan Jimenez,result,3,741.11,2024-03-30 19:29:25.458811,Norfolk Island,Kevinmouth,PayPal,Express,Shipped
aa011fe3-b160-4c22-b31c-b198b7a4f287,Laura Sanchez,add,5,999.38,2024-03-16 10:06:53.522915,Ethiopia,Lake Dennis,Credit Card,Standard,Shipped
721c158e-4f71-41e1-92d7-6e9b8a38aab9,Mrs. Toni Bentley,task,8,638.19,2024-02-16 14:55:57.713302,Bulgaria,North Alexis,Cash,Express,Shipped
6c898353-0b27-4f84-afe4-6438c33f83d6,John Johnson,building,1,208.0,2024-02-15 06:35:17.976555,Liechtenstein,Port Adam,Cash,Express,Pending
07f5463b-1ac6-4605-8a42-3bde3320d1d1,Lori Wolf,section,6,911.06,2024-01-22 13:49:20.508230,Malaysia,Lloydstad,Credit Card,Express,Shipped
9e96ac4a-2a56-4398-a64e-baa61efdda21,Robert Barker,true,6,588.7,2024-04-27 12:51:53.556161,Trinidad and Tobago,South Ashleyfurt,Credit Card,Express,Shipped
4d6acadd-10fc-4d71-a070-52a17b3bc82e,Jessica Ramsey,note,10,501.35,2024-04-15 23:58:17.571487,Samoa,Saraton,Credit Card,Standard,Processing
a9bfc52d-d88e-4b12-a4a7-31b63683ebb5,Lisa Arias,on,6,177.48,2024-03-28 16:46:48.013536,Montenegro,New Jeffreystad,Cash,Standard,Pending
db02123f-a1ee-4ea2-bbb6-018215ad55fb,Veronica Adams,attorney,3,77.45,2024-01-10 19:43:21.888261,Heard Island and McDonald Islands,Thompsonburgh,Credit Card,Standard,Shipped
da7a285b-5e70-407a-8b49-182189ed386f,John Beck,network,9,468.61,2024-02-03 22:53:34.038690,Faroe Islands,South Joelstad,PayPal,Standard,Processing
ab97b3ff-7199-4dfb-9f46-6bc790eab72c,Tyrone Shelton,success,9,459.26,2024-03-09 09:00:50.227403,Netherlands Antilles,Garciahaven,Cash,Express,Shipped
495ff15b-3b43-4318-8c79-e7d4617c3d5f,Kenneth Mendoza,be,8,239.61,2024-03-30 02:18:11.954696,Saint Pierre and Miquelon,South Vanessachester,Credit Card,Express,Delivered
7c557d5d-1b5e-4111-96b6-8aa549182462,Anita Murray,land,9,211.42,2024-04-03 08:48:36.529043,Holy See (Vatican City State),Petersonfurt,Cash,Standard,Pending
c1ab8e5c-b285-4229-a508-1aff4523de36,Jennifer George,left,8,74.96,2024-02-20 00:50:27.680522,El Salvador,Francisstad,Cash,Express,Pending
